2.3189847	0
2.2916746	100
2.2901456	200
2.2619934	300
2.2389727	400
2.203802	500
2.1908336	600
2.1410952	700
2.0852408	800
2.0563316	900
1.993453	1000
1.8606169	1100
1.7648607	1200
1.5254282	1300
1.3693479	1400
1.1584742	1500
0.9932696	1600
1.0264579	1700
0.75728804	1800
0.7535919	1900
0.7063374	2000
0.7377465	2100
0.6014644	2200
0.73160905	2300
0.529201	2400
0.5383002	2500
0.53495014	2600
0.43424505	2700
0.4986692	2800
0.4239614	2900
0.49043033	3000
0.42154673	3100
0.4289243	3200
0.4999504	3300
0.39980865	3400
0.25411877	3500
0.47202834	3600
0.44680652	3700
0.24717717	3800
0.47082806	3900
0.31581038	4000
0.39789653	4100
0.5412721	4200
0.4458504	4300
0.43893084	4400
0.25892776	4500
0.37533894	4600
0.34393406	4700
0.40492007	4800
0.29066962	4900
0.26175347	5000
0.34913203	5100
0.2373998	5200
0.37554678	5300
0.3524612	5400
0.52491844	5500
0.22197984	5600
0.2653831	5700
0.4352334	5800
0.36302963	5900
0.2463613	6000
0.2377371	6100
0.26682067	6200
0.21186692	6300
0.27463838	6400
0.2897054	6500
0.29884332	6600
0.25082266	6700
0.20489675	6800
0.28357244	6900
0.24952504	7000
0.17215984	7100
0.23832393	7200
0.13289598	7300
0.21687442	7400
0.49503073	7500
0.20388007	7600
0.20676392	7700
0.14737728	7800
0.26032177	7900
0.21771774	8000
0.3068612	8100
0.08876297	8200
0.15349466	8300
0.14213178	8400
0.37378883	8500
0.24593356	8600
0.26140252	8700
0.14998277	8800
0.18547355	8900
0.20569767	9000
0.33025277	9100
0.26995346	9200
0.13921279	9300
0.19478826	9400
0.16550475	9500
0.13702975	9600
0.16753417	9700
0.21669178	9800
0.46101937	9900
0.15470625	10000
0.14692353	10100
0.10620034	10200
0.14233582	10300
0.16039057	10400
0.2880747	10500
0.13994329	10600
0.21073458	10700
0.12447149	10800
0.16672182	10900
0.20220888	11000
0.16229169	11100
0.12937762	11200
0.1372001	11300
0.18067995	11400
0.07729012	11500
0.20103401	11600
0.14737725	11700
0.10516873	11800
0.31530064	11900
0.16490895	12000
0.23260278	12100
0.1472982	12200
0.19893728	12300
0.24290183	12400
0.121841714	12500
0.09691087	12600
0.33998886	12700
0.16890028	12800
0.23677489	12900
0.14943816	13000
0.15799297	13100
0.1893938	13200
0.19677575	13300
0.14510687	13400
0.16394207	13500
0.35473734	13600
0.106885895	13700
0.24533683	13800
0.12942219	13900
0.17619997	14000
0.11971342	14100
0.1853039	14200
0.31825256	14300
0.14974426	14400
0.14210546	14500
0.11195166	14600
0.22110094	14700
0.11682003	14800
0.11221059	14900
0.100438595	15000
0.082143135	15100
0.15406463	15200
0.14091699	15300
0.24750182	15400
0.10686841	15500
0.12551056	15600
0.13452002	15700
0.23553358	15800
0.1087163	15900
0.12732907	16000
0.17345105	16100
0.12876414	16200
0.12824774	16300
0.1695509	16400
0.13609198	16500
0.15489016	16600
0.1513854	16700
0.08623903	16800
0.160066	16900
0.06686525	17000
0.19289729	17100
0.09822328	17200
0.18415909	17300
0.0782025	17400
0.20118672	17500
0.28750727	17600
0.08353611	17700
0.1316865	17800
0.13536595	17900
0.08611263	18000
0.09674316	18100
0.10597091	18200
0.17558871	18300
0.08308318	18400
0.23539492	18500
0.29851905	18600
0.21547496	18700
0.074318774	18800
0.07847248	18900
0.11475533	19000
0.102115475	19100
0.040548462	19200
0.085336074	19300
0.21319567	19400
0.11995481	19500
0.12323489	19600
0.14359891	19700
0.12702374	19800
0.13362138	19900
